고객ID,feature
200805012,"[0.0, 0.0, 0.0, 0.3845060031246601, 0.0, 0.0, 0.0, 0.61549399687534]"
200808910,"[0.0, 0.0, 0.0, 0.1512351040260704, 0.2100243287458096, 0.0, 0.3091050155676028, 0.3296355516605173]"
200809375,"[0.154876846925877, 0.3600728909542537, 0.0, 0.05396022040294021, 0.0, 0.0, 0.12413919101373717, 0.306950850703192]"
200810038,"[0.0, 0.0, 0.0, 0.199814836716483, 0.0, 0.0, 0.32637968581870463, 0.4738054774648124]"
200811939,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200812951,"[0.0, 0.2636865919790516, 0.0, 0.013714795179497833, 0.15237884457364545, 0.0, 0.5702197682678051, 0.0]"
200814313,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200814530,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200815157,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200815558,"[0.22706835121032568, 0.0, 0.0, 0.3959584964284477, 0.17807084820286004, 0.0, 0.16824555714463488, 0.03065674701373171]"
200816634,"[0.0, 0.0, 0.0, 0.06216318487089151, 0.20392220542660308, 0.6988072828978186, 0.0, 0.03510732680468689]"
200817189,"[0.0, 0.0, 0.0, 0.3099362268716001, 0.0, 0.0, 0.0, 0.6900637731283998]"
200817379,"[0.0, 0.0, 0.0, 0.16847579592017833, 0.0, 0.0, 0.0, 0.8315242040798216]"
200817391,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200818702,"[0.35903429962680833, 0.0, 0.0, 0.20162310937919029, 0.37400794476935806, 0.0, 0.0, 0.06533464622464341]"
200819396,"[0.523447972649476, 0.0, 0.0, 0.3140103585152732, 0.0, 0.0, 0.0, 0.16254166883525073]"
200820196,"[0.0, 0.0, 0.0, 0.37637035926566276, 0.0, 0.0, 0.46360387110661094, 0.16002576962772627]"
200820816,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200821492,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200824334,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6261884191834644, 0.3738115808165356]"
200825700,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
200830069,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200830159,"[0.0, 0.0, 0.0, 0.3635387970169482, 0.5196258468683628, 0.0, 0.0, 0.11683535611468912]"
200832579,"[0.0, 0.0, 0.0, 0.15943948346854822, 0.0, 0.749369792374132, 0.09119072415731973, 0.0]"
200834427,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200835795,"[0.0, 0.0, 0.0, 0.17167680127434728, 0.0, 0.0, 0.0, 0.8283231987256527]"
200837221,"[0.17395012838844692, 0.08020474564662133, 0.0, 0.10679657195991053, 0.0, 0.0, 0.5840494005208211, 0.05499915348420015]"
200841233,"[0.4452808351401467, 0.43500658419535415, 0.0, 0.06014602839573957, 0.0, 0.0, 0.0, 0.059566552268759426]"
200841770,"[0.0, 0.0, 0.0, 0.295627367081568, 0.45056273247266865, 0.0, 0.1831301717082834, 0.07067972873748006]"
200841999,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200842000,"[0.0, 0.0, 0.0, 0.4824897956607773, 0.0, 0.0, 0.42960865450214913, 0.08790154983707354]"
200842862,"[0.0, 0.0, 0.0, 0.0786635440964391, 0.0, 0.0, 0.7681346475833699, 0.15320180832019098]"
200843198,"[0.36033108712043027, 0.0, 0.0, 0.36974750603523754, 0.10647234974221312, 0.09092403060153613, 0.0, 0.07252502650058293]"
200844133,"[0.19019807835690972, 0.0, 0.0, 0.02844855274209851, 0.12365862246552693, 0.45328170763801634, 0.17851139465512628, 0.0259016441423222]"
200845629,"[0.21360767823642973, 0.23679383813009533, 0.0, 0.10154306241974477, 0.0, 0.0, 0.15372782300539656, 0.29432759820833354]"
200847524,"[0.0, 0.0, 0.0, 0.18973900881977032, 0.18409878651183864, 0.0, 0.24636014541088488, 0.37980205925750626]"
200848185,"[0.0, 0.08391427202366693, 0.0, 0.07386002286281498, 0.07099802227892003, 0.4842667013820054, 0.13270888765462244, 0.15425209379797014]"
200848907,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
200849477,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200850411,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200851352,"[0.0, 0.0, 0.0, 0.15257328152152214, 0.615492167121397, 0.0, 0.13089544439992, 0.10103910695716095]"
200852900,"[0.0, 0.6559485896354935, 0.0, 0.03759419835634195, 0.0, 0.0, 0.0, 0.30645721200816445]"
200853399,"[0.0, 0.0, 0.0, 0.13757687223302792, 0.0, 0.0, 0.5305258823825421, 0.33189724538443005]"
200854410,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200854672,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200855268,"[0.0, 0.0, 0.0, 0.4008846589889054, 0.3761681590391514, 0.0, 0.1570089855373263, 0.06593819643461701]"
200855302,"[0.0, 0.0, 0.0, 0.16125424913236813, 0.0, 0.7723552764599071, 0.0, 0.06639047440772484]"
200855956,"[0.2792913099335674, 0.42807233249781323, 0.0, 0.0989920723845066, 0.0, 0.0, 0.0, 0.19364428518411278]"
200858424,"[0.6337547232163115, 0.0, 0.0, 0.06561859538095484, 0.0, 0.0, 0.2734088592732118, 0.027217822129521767]"
200859212,"[0.0, 0.0, 0.0, 0.4586444382501239, 0.0, 0.0, 0.2471928693724989, 0.2941626923773772]"
200859751,"[0.0, 0.0, 0.0, 0.2406502014268707, 0.0, 0.0, 0.45555186814455756, 0.3037979304285717]"
200861321,"[0.0, 0.027871251455838325, 0.0, 0.029092283180022542, 0.22425446864586462, 0.6005254208112041, 0.031018071496017468, 0.08723850441105285]"
200862535,"[0.0, 0.3785224244434305, 0.0, 0.08542588910981597, 0.0, 0.0, 0.5360516864467535, 0.0]"
200862783,"[0.26576136288051927, 0.28315193283773166, 0.0, 0.1896011653546377, 0.0, 0.0, 0.0, 0.26148553892711135]"
200864585,"[0.5411602332994936, 0.0, 0.0, 0.14083764915388658, 0.0, 0.0, 0.0, 0.3180021175466197]"
200865209,"[0.0, 0.0, 0.0, 0.6045452532499946, 0.0, 0.0, 0.28632698090608005, 0.10912776584392536]"
200866077,"[0.2946954546700782, 0.0, 0.0, 0.1531928831174724, 0.14068139081355158, 0.0, 0.0, 0.4114302713988978]"
200866088,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200866938,"[0.0, 0.09082833714231525, 0.0, 0.02145540701773178, 0.02699254033735666, 0.5803950083542658, 0.201872102119175, 0.07845660502915543]"
200869487,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
200871433,"[0.0, 0.0, 0.8483706663602153, 0.028290076953808987, 0.0, 0.0, 0.09024921541207019, 0.03309004127390547]"
200871800,"[0.0, 0.0, 0.0, 0.04550238788514715, 0.0, 0.0, 0.9544976121148528, 0.0]"
200872297,"[0.0, 0.0, 0.0, 0.17189784335237418, 0.0, 0.0, 0.8281021566476258, 0.0]"
200872347,"[0.08097802855312572, 0.16802143544807907, 0.0, 0.16676754653250989, 0.0, 0.0, 0.4996854503474049, 0.08454753911888045]"
200872584,"[0.0, 0.0, 0.0, 0.07568217218147877, 0.0, 0.793294029787978, 0.0, 0.1310237980305432]"
200874403,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200878159,"[0.0, 0.7840109442557354, 0.0, 0.11193185177908128, 0.0, 0.0, 0.0, 0.10405720396518328]"
200878353,"[0.0, 0.0, 0.0, 0.0, 0.5127209380429614, 0.0, 0.39358322869086493, 0.0936958332661738]"
200878526,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200879374,"[0.0, 0.0, 0.0, 0.5223582569144971, 0.0, 0.0, 0.0, 0.47764174308550295]"
200880053,"[0.0, 0.4856895574796403, 0.0, 0.0, 0.0, 0.0, 0.25753687660813884, 0.25677356591222084]"
200883140,"[0.3035041092204664, 0.0, 0.0, 0.1086182560925387, 0.21828706515372706, 0.2690980274730637, 0.0, 0.10049254206020423]"
200884051,"[0.26294534969606864, 0.0, 0.0, 0.02680365074832865, 0.0, 0.0, 0.6925007296014186, 0.01775026995418423]"
200887119,"[0.0, 0.1895461495924963, 0.0, 0.05849333232189446, 0.0, 0.0, 0.6349792200182383, 0.11698129806737081]"
200888266,"[0.0, 0.0, 0.0, 0.1731753425516955, 0.8268246574483046, 0.0, 0.0, 0.0]"
200889547,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
200891805,"[0.0, 0.0, 0.0, 0.46290358446062446, 0.24577032064037146, 0.0, 0.2051643542478134, 0.08616174065119077]"
200893405,"[0.0, 0.0, 0.0, 0.03238037949048506, 0.2913212184523285, 0.5398462720944451, 0.0, 0.13645212996274136]"
200893999,"[0.0, 0.0, 0.0, 0.1331343709051046, 0.0, 0.0, 0.0, 0.8668656290948954]"
200897617,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200897630,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200898388,"[0.0, 0.14388895353635556, 0.0, 0.061827684248283186, 0.27323933778528026, 0.0, 0.310007793275551, 0.21103623115452994]"
200899565,"[0.0, 0.0, 0.0, 0.28804386030281975, 0.0, 0.0, 0.7119561396971803, 0.0]"
200900501,"[0.0, 0.0, 0.0, 0.1518800474160512, 0.0, 0.5945751618261292, 0.16393233954114375, 0.0896124512166758]"
200901465,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.988682117448029, 0.011317882551970934, 0.0]"
200902042,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200902921,"[0.8731884062295949, 0.0, 0.0, 0.1268115937704051, 0.0, 0.0, 0.0, 0.0]"
200903614,"[0.0, 0.21670091419418208, 0.0, 0.20723835135261404, 0.28435676357035455, 0.0, 0.034684310934320846, 0.25701965994852854]"
200903657,"[0.0, 0.3645136033619319, 0.0, 0.1754227016173248, 0.0, 0.0, 0.09695493915915382, 0.3631087558615894]"
200904843,"[0.0, 0.0, 0.0, 0.4291665524840128, 0.0, 0.0, 0.0, 0.5708334475159871]"
200905395,"[0.0, 0.0, 0.0, 0.6988812329605919, 0.0, 0.0, 0.0, 0.30111876703940815]"
200905802,"[0.0, 0.0, 0.0, 0.02487210765998611, 0.9751278923400138, 0.0, 0.0, 0.0]"
200905813,"[0.0, 0.0, 0.0, 0.2423444699728605, 0.3932370111221179, 0.0, 0.11019921255387083, 0.2542193063511508]"
200908392,"[0.17433749524853737, 0.14702537547040181, 0.0, 0.09348574250945162, 0.23774169305545423, 0.0, 0.15487374406726462, 0.19253594964889043]"
200908573,"[0.0, 0.0, 0.0, 0.5329096207580747, 0.4670903792419253, 0.0, 0.0, 0.0]"
200908634,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200908965,"[0.7424679158209816, 0.0, 0.0, 0.2575320841790184, 0.0, 0.0, 0.0, 0.0]"
200909245,"[0.0, 0.0, 0.0, 0.35653594744260647, 0.0, 0.0, 0.6434640525573936, 0.0]"
200910751,"[0.0, 0.0, 0.0, 0.48450753783930844, 0.0, 0.0, 0.11639289708918017, 0.39909956507151134]"
200912095,"[0.0, 0.0, 0.8039054380816045, 0.08097773457561974, 0.0, 0.0, 0.0700085836493036, 0.045108243693472175]"
200912862,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200914082,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200915983,"[0.0, 0.0, 0.0, 0.33175535785077986, 0.0, 0.0, 0.0, 0.6682446421492201]"
200917170,"[0.0, 0.0, 0.0, 0.07609624952169078, 0.0, 0.8870439692310729, 0.0, 0.03685978124723644]"
200918066,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200918519,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200918735,"[0.0, 0.0, 0.0, 0.3421264562338947, 0.3961650802702446, 0.0, 0.08835771329741685, 0.17335075019844381]"
200919048,"[0.0, 0.4808517160094938, 0.0, 0.11187202373474166, 0.0703717741356783, 0.2579540133453251, 0.0, 0.07895047277476115]"
200919995,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
200921676,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200921800,"[0.0, 0.0, 0.0, 0.6472499061847721, 0.0, 0.0, 0.2552591588596912, 0.09749093495553673]"
200922938,"[0.0, 0.5552231365465403, 0.0, 0.1643264589741742, 0.0, 0.0, 0.04515884369067506, 0.23529156078861047]"
200923281,"[0.0, 0.0, 0.0, 0.14333932928605198, 0.6051134034902428, 0.0, 0.0, 0.2515472672237052]"
200928222,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
200928359,"[0.0, 0.0, 0.0, 0.48391676289582636, 0.0, 0.0, 0.5160832371041737, 0.0]"
200929243,"[0.0, 0.0, 0.0, 0.3588726802252786, 0.0, 0.0, 0.0, 0.6411273197747215]"
200929940,"[0.13763324028266802, 0.0, 0.0, 0.13253515671895047, 0.4710917047386103, 0.0, 0.04814573561257331, 0.21059416264719788]"
200930182,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200930862,"[0.0626375667825029, 0.385465097369188, 0.0, 0.03979555611573872, 0.05660223149299856, 0.39578857822715197, 0.0, 0.0597109700124199]"
200933426,"[0.0, 0.0, 0.0, 0.19456818776782675, 0.1813906044146765, 0.0, 0.0, 0.6240412078174967]"
200934584,"[0.0, 0.6914414344592817, 0.0, 0.009021554185990186, 0.25495275650376803, 0.0, 0.0, 0.04458425485095993]"
200936187,"[0.0, 0.0, 0.0, 0.9042412446072944, 0.0, 0.0, 0.0, 0.09575875539270567]"
200937659,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200939534,"[0.0, 0.0, 0.0, 0.03581333907717351, 0.0, 0.9171625534324671, 0.047024107490359415, 0.0]"
200942543,"[0.0, 0.0, 0.0, 0.19054125892199697, 0.0, 0.0, 0.362473336900486, 0.4469854041775171]"
200942799,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200944539,"[0.0, 0.0, 0.0, 0.222804483622675, 0.20482340753849945, 0.0, 0.5364687880602171, 0.03590332077860829]"
200944546,"[0.2627645738575784, 0.3365484147301957, 0.0, 0.04820204037985978, 0.07869294179660331, 0.0, 0.13018614397969971, 0.143605885256063]"
200945510,"[0.0, 0.0, 0.0, 0.7315751237822342, 0.0, 0.0, 0.0, 0.26842487621776584]"
200947808,"[0.0, 0.0, 0.0, 0.07665684091782053, 0.20857873349755623, 0.7147644255846233, 0.0, 0.0]"
200948243,"[0.0, 0.0, 0.0, 0.2502502639803483, 0.5788334655160116, 0.0, 0.0, 0.17091627050364017]"
200949359,"[0.0, 0.0, 0.5245471459555705, 0.27704604124921683, 0.0370590017175677, 0.0, 0.017102261727530512, 0.14424554935011452]"
200950118,"[0.0, 0.0, 0.0, 0.2853205751530752, 0.0, 0.0, 0.0, 0.7146794248469248]"
200950188,"[0.0, 0.0, 0.0, 0.10284147165668661, 0.0, 0.0, 0.6552337195235354, 0.2419248088197779]"
200951331,"[0.0, 0.7327330009440649, 0.0, 0.1379243030343149, 0.1103455609954911, 0.0, 0.0, 0.01899713502612911]"
200951709,"[0.09398713898109566, 0.3288250055693594, 0.0, 0.027592055624896788, 0.3858297321617888, 0.0, 0.11397137174750525, 0.049794695915354105]"
200952079,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200952198,"[0.7797434620086573, 0.0, 0.0, 0.11872471031333316, 0.0, 0.0, 0.0, 0.10153182767800957]"
200952738,"[0.1562339603223632, 0.43172965274566527, 0.0, 0.07179509576926883, 0.11211381135141525, 0.0, 0.13665450895081707, 0.0914729708604705]"
200952770,"[0.0, 0.0, 0.0, 0.23518459489534743, 0.0, 0.0, 0.47201847887726894, 0.2927969262273835]"
200953051,"[0.0, 0.0, 0.0, 0.18122146108892, 0.5980982289376886, 0.0, 0.0, 0.22068030997339133]"
200955533,"[0.0, 0.8401691243954746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15983087560452527]"
200955757,"[0.29545567359136893, 0.31542727411445787, 0.0, 0.13636989557105056, 0.07723378169661005, 0.0, 0.0, 0.17551337502651268]"
200957086,"[0.0, 0.0, 0.0, 0.07597883926959964, 0.41662149522283526, 0.0, 0.18933827211004645, 0.31806139339751854]"
200958226,"[0.0, 0.0, 0.0, 0.33175535785077986, 0.0, 0.0, 0.0, 0.6682446421492201]"
200958658,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200958831,"[0.0, 0.0, 0.0, 0.1344744591780136, 0.0, 0.0, 0.0, 0.8655255408219863]"
200962337,"[0.0, 0.0, 0.0, 0.009855098738106829, 0.0, 0.8056906728176206, 0.0, 0.18445422844427253]"
200964048,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200965974,"[0.0, 0.0, 0.0, 0.18808255007404795, 0.0, 0.0, 0.811917449925952, 0.0]"
200966089,"[0.0, 0.0, 0.0, 0.26991322695171105, 0.0, 0.0, 0.24119713662456788, 0.4888896364237211]"
200966100,"[0.07357949520107299, 0.0, 0.0, 0.0616355427498539, 0.0, 0.0, 0.6437919254821066, 0.22099303656696653]"
200970106,"[0.0, 0.0, 0.0, 0.3993980055862586, 0.0, 0.0, 0.33859313122637613, 0.26200886318736516]"
200971966,"[0.0, 0.0, 0.0, 0.3822826035600766, 0.31594398844263777, 0.0, 0.2608850758893267, 0.04088833210795903]"
200972074,"[0.0, 0.0, 0.0, 0.0, 0.3410753660180868, 0.0, 0.6002049652985778, 0.05871966868333529]"
200972265,"[0.0, 0.0, 0.0, 0.12676080450489313, 0.8732391954951069, 0.0, 0.0, 0.0]"
200972808,"[0.0, 0.0, 0.46476653892126757, 0.5212625718533743, 0.0, 0.0, 0.0, 0.013970889225358106]"
200972872,"[0.0, 0.0, 0.0, 0.6641597305960402, 0.0, 0.0, 0.0, 0.33584026940395983]"
200973057,"[0.0, 0.6930933599035757, 0.0, 0.12292615450035747, 0.0, 0.0, 0.0, 0.1839804855960669]"
200975942,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200976043,"[0.0, 0.0, 0.0, 0.3670535123244812, 0.0, 0.0, 0.6329464876755188, 0.0]"
200976568,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
200980263,"[0.0, 0.23846254844789383, 0.0, 0.4363914336164998, 0.1417335197460066, 0.0, 0.0, 0.18341249818959984]"
200982286,"[0.0, 0.0, 0.0, 0.22548568917370518, 0.0, 0.0, 0.5832152226448686, 0.1912990881814262]"
200983550,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200984044,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200984811,"[0.0, 0.0, 0.0, 0.19502319308828184, 0.47557008743460516, 0.0, 0.17752720098103725, 0.15187951849607575]"
200984891,"[0.0, 0.0, 0.0, 0.030823934399173383, 0.0, 0.0, 0.6033454733502787, 0.36583059225054787]"
200985694,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
200988223,"[0.2296776763391201, 0.0, 0.0, 0.12496498659352859, 0.22381779731698856, 0.0, 0.14495024008461724, 0.2765892996657456]"
200989187,"[0.0, 0.0, 0.0, 0.2861179381727941, 0.0, 0.0, 0.44425180663791813, 0.2696302551892878]"
200989352,"[0.0, 0.0, 0.0, 0.15180827035476976, 0.6243704936347722, 0.0, 0.0, 0.22382123601045795]"
200992031,"[0.0, 0.0, 0.0, 0.32330109055587114, 0.0, 0.0, 0.0, 0.676698909444129]"
200992784,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200993939,"[0.0, 0.0, 0.0, 0.4256773059342162, 0.0, 0.0, 0.1973311644327272, 0.3769915296330566]"
200995471,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
200996905,"[0.0632894719766986, 0.0, 0.5870923515768584, 0.09746028597571858, 0.05447049585986938, 0.0, 0.15795430118742115, 0.03973309342343393]"
200998152,"[0.0, 0.0, 0.0, 0.1942693038860635, 0.0, 0.0, 0.8057306961139366, 0.0]"
201000192,"[0.0, 0.0, 0.0, 0.40982224161023667, 0.0, 0.0, 0.0, 0.5901777583897633]"
201003064,"[0.9222174623113232, 0.0, 0.0, 0.07778253768867685, 0.0, 0.0, 0.0, 0.0]"
201003757,"[0.8702101242340656, 0.0, 0.0, 0.12978987576593443, 0.0, 0.0, 0.0, 0.0]"
201005340,"[0.0, 0.0, 0.0, 0.6241115181400451, 0.0, 0.0, 0.0, 0.37588848185995494]"
201008248,"[0.0, 0.07064999159182583, 0.0, 0.1459518202769522, 0.06655006947421205, 0.508365668588346, 0.13245432173849092, 0.07602812833017315]"
201008540,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201008744,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
201009706,"[0.0, 0.0, 0.0, 0.5210201094499916, 0.0, 0.0, 0.21368896420323658, 0.2652909263467719]"
201011060,"[0.0, 0.06603265650810293, 0.0, 0.06610440018471854, 0.07456518455544202, 0.6069330938856253, 0.10586171225742688, 0.08050295260868426]"
201011257,"[0.0, 0.0, 0.0, 0.13437483110307039, 0.0, 0.0, 0.5573187530870471, 0.3083064158098824]"
201015837,"[0.0, 0.6795367782903967, 0.0, 0.025649137525379343, 0.0, 0.0, 0.247124753710586, 0.04768933047363797]"
201017685,"[0.0, 0.0, 0.0, 0.6992570362523357, 0.0, 0.0, 0.0, 0.3007429637476643]"
201018040,"[0.1322874247885022, 0.1612764724603599, 0.0, 0.09893332818405351, 0.4278641460407276, 0.0, 0.07672998415278404, 0.10290864437357274]"
201018492,"[0.0, 0.0, 0.0, 0.3941491237029782, 0.0, 0.0, 0.0732705082736717, 0.5325803680233502]"
201019845,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
201019915,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
201021669,"[0.0, 0.0, 0.0, 0.5933840423346001, 0.0, 0.0, 0.0, 0.4066159576653998]"
201022201,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201023291,"[0.0, 0.27775293624536573, 0.0, 0.3864663339759429, 0.21412897746286289, 0.0, 0.0, 0.12165175231582863]"
201024794,"[0.0, 0.0, 0.0, 0.1697486535475774, 0.2858653469920649, 0.0, 0.37697157616305565, 0.16741442329730202]"
201025597,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201028222,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201030081,"[0.08969273432727368, 0.0, 0.0, 0.03361678089983681, 0.08405070888844407, 0.6668086210820593, 0.07214577158540204, 0.05368538321698416]"
201031819,"[0.0, 0.0, 0.0, 0.7663935195349706, 0.0, 0.0, 0.0, 0.23360648046502944]"
201031838,"[0.9222174623113232, 0.0, 0.0, 0.07778253768867685, 0.0, 0.0, 0.0, 0.0]"
201033163,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201033515,"[0.0, 0.0, 0.0, 0.2360644953346094, 0.22918506003763564, 0.0, 0.28495902670264667, 0.2497914179251084]"
201033694,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201035651,"[0.1791711952805313, 0.0, 0.0, 0.23228214764901495, 0.31246041289852616, 0.0, 0.0, 0.2760862441719276]"
201040916,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201042474,"[0.6783221562148032, 0.0, 0.0, 0.13822269265537554, 0.07441134539814201, 0.0, 0.0, 0.10904380573167928]"
201043509,"[0.0, 0.0, 0.0, 0.0, 0.5265483294176887, 0.0, 0.19655704505514607, 0.2768946255271652]"
201043660,"[0.0, 0.0, 0.0, 0.679297417773505, 0.0, 0.0, 0.0, 0.320702582226495]"
201045065,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201045712,"[0.0, 0.8304378354559063, 0.0, 0.16956216454409373, 0.0, 0.0, 0.0, 0.0]"
201045721,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201046023,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201051206,"[0.0, 0.0, 0.0, 0.4634764012405416, 0.0, 0.0, 0.5365235987594584, 0.0]"
201051292,"[0.0, 0.0, 0.0, 0.4060942547813052, 0.25405632654972204, 0.0, 0.23091744635893935, 0.10893197231003345]"
201053009,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201053830,"[0.0, 0.0, 0.0, 0.21338171591765653, 0.2611583793005702, 0.0, 0.47561586230543096, 0.049844042476342325]"
201054275,"[0.0, 0.7620827386855479, 0.0, 0.09934528469637918, 0.0, 0.0, 0.1385719766180729, 0.0]"
201054502,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201056592,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201057530,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201057755,"[0.0, 0.0, 0.0, 0.6470894199443282, 0.0, 0.0, 0.3529105800556718, 0.0]"
201060396,"[0.0, 0.0, 0.0, 0.5926813021245958, 0.0, 0.0, 0.0, 0.40731869787540426]"
201060734,"[0.7939470419374927, 0.0, 0.0, 0.0786771385362996, 0.0, 0.0, 0.0, 0.12737581952620775]"
201060893,"[0.522973266436952, 0.0, 0.0, 0.06480218554889812, 0.3752866919213162, 0.0, 0.0, 0.03693785609283369]"
201061101,"[0.0, 0.0, 0.44417191258353145, 0.22150186752522444, 0.2194464799903787, 0.0, 0.04459675497446319, 0.07028298492640234]"
201062483,"[0.22674260149053652, 0.0, 0.0, 0.09828012239375147, 0.4076270961765782, 0.0, 0.0, 0.2673501799391338]"
201063824,"[0.44873471951054605, 0.0, 0.0, 0.22034802677079549, 0.0, 0.0, 0.0969812372235455, 0.233936016495113]"
201064120,"[0.7974716688944398, 0.0, 0.0, 0.024004260460783845, 0.0, 0.0, 0.0, 0.17852407064477643]"
201064698,"[0.0, 0.4543555852757137, 0.0, 0.022748858631604838, 0.0, 0.4502861839237974, 0.0, 0.07260937216888416]"
201066020,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201066799,"[0.0, 0.0, 0.0, 0.7692863836073843, 0.0, 0.0, 0.0, 0.23071361639261567]"
201067808,"[0.0, 0.6958511585531596, 0.0, 0.1633908856454579, 0.0, 0.0, 0.0, 0.14075795580138262]"
